t,u,v,seg
48818.484227,30,0.16209689331054689,27
48818.487375,30,0.16209689331054689,27
48818.490524,30,0.16209689331054689,27
48818.493673,30,0.16209689331054689,27
48818.495264,30,0.16209689331054689,27
48818.496146,30,0.16209689331054689,27
48818.497029,30,0.16209689331054689,27
48818.497912,30,0.16209689331054689,27
48818.499607,30,0.16232077026367187,27
48818.501491,30,0.16232077026367187,27
48818.503374,30,0.16232077026367187,27
48818.505258,30,0.16232077026367187,27
48818.507259,30,0.16232077026367187,27
48818.509269,30,0.16209689331054689,27
48818.511279,30,0.16209689331054689,27
48818.513291,30,0.16209689331054689,27
48818.515346,30,0.16209689331054689,27
48818.517402,30,0.16232077026367187,27
48818.519457,30,0.16232077026367187,27
48818.521499,30,0.16232077026367187,27
48818.523482,30,0.16232077026367187,27
48818.525465,30,0.16232077026367187,27
48818.527448,30,0.16232077026367187,27
48818.529445,30,0.16232077026367187,27
48818.531472,30,0.16232077026367187,27
48818.5335,30,0.16232077026367187,27
48818.535527,30,0.16232077026367187,27
48818.537564,30,0.16232077026367187,27
48818.539614,30,0.16232077026367187,27
48818.541664,30,0.16232077026367187,27
48818.543714,30,0.16232077026367187,27
48818.54573,30,0.16232077026367187,27
48818.547719,30,0.16232077026367187,27
48818.549708,30,0.16232077026367187,27
48818.551696,30,0.16209689331054689,27
48818.553699,30,0.16209689331054689,27
48818.555708,30,0.16209689331054689,27
48818.557717,30,0.16209689331054689,27
48818.559726,30,0.1623207550048828,27
48818.561656,30,0.1623207550048828,27
48818.563568,30,0.16209689331054689,27
48818.565479,30,0.16209689331054689,27
48818.567391,30,0.16232077026367187,27
48818.569377,30,0.16209689331054689,27
48818.571368,30,0.16209689331054689,27
48818.573359,30,0.16209689331054689,27
48818.575352,30,0.16209689331054689,27
48818.577373,30,0.16209689331054689,27
48818.579393,30,0.1623207550048828,27
48820.690551,35,0.18627713012695313,29
48820.69248,35,0.18627713012695313,29
48820.694409,35,0.18627713012695313,29
48820.696219,35,0.18627713012695313,29
48820.696248,35,0.18627713012695313,29
48820.696277,35,0.186724853515625,29
48820.696306,35,0.186724853515625,29
48820.69646,35,0.186724853515625,29
48820.69716,35,0.186724853515625,29
48820.697859,35,0.1865008850097656,29
48820.698559,35,0.1865008850097656,29
48820.699676,35,0.1865008850097656,29
48820.701713,35,0.1865008850097656,29
48820.703749,35,0.1865008850097656,29
48820.705786,35,0.1862769012451172,29
48820.707808,35,0.1865007629394531,29
48820.709812,35,0.1865007629394531,29
48820.711816,35,0.1865007629394531,29
48820.71382,35,0.1865007629394531,29
48820.715845,35,0.1865007629394531,29
48820.717886,35,0.1865007629394531,29
48820.719928,35,0.1865007629394531,29
48820.721969,35,0.18672463989257806,29
48820.724543,35,0.18672463989257806,29
48820.727359,35,0.18672463989257806,29
48820.730175,35,0.18672463989257806,29
48820.732991,35,0.18672463989257806,29
48820.734371,35,0.1865007629394531,29
48820.735419,35,0.1865007629394531,29
48820.736467,35,0.1865007629394531,29
48820.737515,35,0.18672463989257806,29
48820.739491,35,0.18672463989257806,29
48820.741529,35,0.18694851684570313,29
48820.743566,35,0.18694851684570313,29
48820.745601,35,0.18694851684570313,29
48820.747601,35,0.18694851684570313,29
48820.749602,35,0.18694851684570313,29
48820.751602,35,0.18717237854003904,29
48820.753605,35,0.18717237854003904,29
48820.755618,35,0.18717237854003904,29
48820.757632,35,0.18694851684570313,29
48820.759646,35,0.18694851684570313,29
48820.761673,35,0.18694851684570313,29
48820.763727,35,0.18694851684570313,29
48820.765781,35,0.18694851684570313,29
48820.767835,35,0.18672463989257806,29
48820.76987,35,0.18672463989257806,29
48820.771882,35,0.1865007629394531,29
48820.773894,35,0.1862769012451172,29
48820.775905,35,0.1865008850097656,29
48820.777908,35,0.1862770233154297,29
48820.779904,35,0.1862770233154297,29
48820.7819,35,0.1862770233154297,29
48820.783895,35,0.1862770233154297,29
48820.786143,35,0.1862770233154297,29
48820.788505,35,0.1865008850097656,29
48820.790867,35,0.1865008850097656,29
48820.793229,35,0.1865008850097656,29
48820.794893,35,0.1865008850097656,29
48820.796395,35,0.186724853515625,29
48820.797897,35,0.186724853515625,29
48820.799399,35,0.186724853515625,29
48820.801413,35,0.186724853515625,29
48820.803461,35,0.18650099182128904,29
48820.80551,35,0.18650099182128904,29
48820.807557,35,0.18650099182128904,29
48820.809585,35,0.18650099182128904,29
48820.811614,35,0.18650099182128904,29
48820.813643,35,0.186724853515625,29
48820.815667,35,0.186724853515625,29
48820.817674,35,0.186724853515625,29
48820.819681,35,0.187172607421875,29
48820.821688,35,0.1873964691162109,29
48820.823747,35,0.1873964691162109,29
48820.825919,35,0.1873964691162109,29
48820.828092,35,0.1873964691162109,29
48820.830265,35,0.1873964691162109,29
48820.83231,35,0.1873964691162109,29
48820.83419,35,0.1873964691162109,29
48820.836069,35,0.18694851684570313,29
48820.837949,35,0.18717237854003904,29
48820.839966,35,0.18717237854003904,29
48820.84209,35,0.18717237854003904,29
48820.844213,35,0.18717237854003904,29
48820.846337,35,0.1873963623046875,29
48820.8483,35,0.1873963623046875,29
48820.85019,35,0.1873963623046875,29
48820.85208,35,0.1873963623046875,29
48820.85397,35,0.18762022399902345,29
48820.855843,35,0.18762022399902345,29
48820.857712,35,0.18762022399902345,29
48820.859581,35,0.18762022399902345,29
48820.86145,35,0.18762022399902345,29
48820.863462,35,0.18762022399902345,29
48820.865484,35,0.18762022399902345,29
48820.867505,35,0.1871724853515625,29
48820.869527,35,0.1871724853515625,29
48820.871545,35,0.1869486083984375,29
48820.873563,35,0.1869486083984375,29
48820.875581,35,0.1869486083984375,29
48820.877613,35,0.1869486083984375,29
48820.879701,35,0.1869486083984375,29
48820.881789,35,0.1869486083984375,29
48820.883877,35,0.1869486083984375,29
48820.88592,35,0.1869486083984375,29
48820.887865,35,0.1871724853515625,29
48820.88981,35,0.1871724853515625,29
48820.891754,35,0.1873963623046875,29
48820.893789,35,0.1873963623046875,29
48820.895939,35,0.1873963623046875,29
48820.898089,35,0.1873963623046875,29
48820.900239,35,0.1873963623046875,29
48820.902249,35,0.1873963623046875,29
48820.90415,35,0.1873963623046875,29
48820.906052,35,0.18717237854003904,29
48820.907953,35,0.18694851684570313,29
48823.006086,40,0.21605450439453125,31
48823.008089,40,0.21605450439453125,31
48823.010096,40,0.21605450439453125,31
48823.012106,40,0.21605450439453125,31
48823.014117,40,0.21583062744140624,31
48823.016128,40,0.21583062744140624,31
48823.018465,40,0.21560675048828126,31
48823.02095,40,0.21560675048828126,31
48823.023435,40,0.21538290405273441,31
48823.02592,40,0.21538290405273441,31
48823.028404,40,0.21538290405273441,31
48823.030889,40,0.21538290405273441,31
48823.033374,40,0.21560675048828126,31
48823.035859,40,0.21560675048828126,31
48823.036895,40,0.21560675048828126,31
48823.037835,40,0.21560675048828126,31
48823.038774,40,0.21560675048828126,31
48823.039938,40,0.21538290405273441,31
48823.044475,40,0.21538290405273441,31
48823.049011,40,0.21538290405273441,31
48823.053548,40,0.21538290405273441,31
48823.057237,40,0.21538290405273441,31
48823.057256,40,0.21538290405273441,31
48823.057275,40,0.21538290405273441,31
48823.057293,40,0.21538290405273441,31
48823.057774,40,0.21538290405273441,31
48823.05927,40,0.21538290405273441,31
48823.060765,40,0.21515902709960935,31
48823.062261,40,0.21515902709960935,31
48823.064578,40,0.21515902709960935,31
48823.06795,40,0.21515902709960935,31
48823.071321,40,0.21515902709960935,31
48823.074693,40,0.2149351501464844,31
48823.076546,40,0.2149351501464844,31
48823.077217,40,0.2149351501464844,31
48823.077887,40,0.2149351501464844,31
48823.078558,40,0.2149351501464844,31
48823.080162,40,0.21515902709960935,31
48823.082189,40,0.21515902709960935,31
48823.084217,40,0.21515902709960935,31
48823.086245,40,0.21515902709960935,31
48823.088161,40,0.2149351501464844,31
48823.090053,40,0.2149351501464844,31
48823.091944,40,0.21471128845214843,31
48823.093835,40,0.21471128845214843,31
48823.09584,40,0.2144873046875,31
48823.097853,40,0.2144873046875,31
48823.099866,40,0.2144873046875,31
48823.10188,40,0.214711181640625,31
48823.103903,40,0.214711181640625,31
48823.105926,40,0.214711181640625,31
48823.107949,40,0.214711181640625,31
48823.109992,40,0.214711181640625,31
48823.112119,40,0.2144873046875,31
48823.114246,40,0.2144873046875,31
48823.116373,40,0.2144873046875,31
48823.118428,40,0.21426344299316408,31
48823.120326,40,0.21426344299316408,31
48823.122224,40,0.21426344299316408,31
48823.124122,40,0.21403958129882808,31
48823.126104,40,0.2142635498046875,31
48823.128196,40,0.2142635498046875,31
48823.130287,40,0.2142635498046875,31
48823.132378,40,0.2142635498046875,31
48823.134432,40,0.2144874267578125,31
48823.136456,40,0.21471139526367186,31
48823.138479,40,0.21471139526367186,31
48823.140503,40,0.21471139526367186,31
48823.142468,40,0.21471139526367186,31
48823.144406,40,0.21471139526367186,31
48823.146344,40,0.21471139526367186,31
48823.148281,40,0.21471139526367186,31
48823.150184,40,0.21471139526367186,31
48823.152079,40,0.21471139526367186,31
48823.153973,40,0.21471139526367186,31
48823.155868,40,0.2144874267578125,31
48823.157843,40,0.2144874267578125,31
48823.159823,40,0.2144874267578125,31
48823.161803,40,0.2144874267578125,31
48823.163787,40,0.21471128845214843,31
48823.16582,40,0.21471128845214843,31
48823.167853,40,0.21471128845214843,31
48823.169885,40,0.21471128845214843,31
48823.171914,40,0.2144874267578125,31
48823.173924,40,0.2144874267578125,31
48823.175933,40,0.2144874267578125,31
48823.177943,40,0.2144874267578125,31
48823.179955,40,0.2144874267578125,31
48823.181971,40,0.2144874267578125,31
48823.183988,40,0.2144874267578125,31
48823.186005,40,0.21426344299316408,31
48823.188023,40,0.21426344299316408,31
48823.190043,40,0.21426344299316408,31
48823.192063,40,0.21426344299316408,31
48823.194084,40,0.21426344299316408,31
48823.196102,40,0.2144874267578125,31
48823.19812,40,0.2142635498046875,31
48823.200138,40,0.2142635498046875,31
48823.202156,40,0.2140396728515625,31
48823.20423,40,0.2138158264160156,31
48823.206329,40,0.214039794921875,31
48823.208429,40,0.214039794921875,31
48823.210528,40,0.214039794921875,31
48823.212366,40,0.214039794921875,31
48823.214144,40,0.21381591796875,31
48823.215922,40,0.21381591796875,31
48823.2177,40,0.21381591796875,31
48823.219723,40,0.21381591796875,31
48823.221763,40,0.21336819458007808,31
48823.223803,40,0.21336819458007808,31
48823.225841,40,0.21336819458007808,31
48823.227843,40,0.21336819458007808,31
48823.229844,40,0.21336819458007808,31
48823.231845,40,0.21336819458007808,31
48823.233857,40,0.21336819458007808,31
48823.235911,40,0.21336819458007808,31
48825.332234,45,0.24045828247070314,33
48825.334145,45,0.24045828247070314,33
48825.336151,45,0.24045828247070314,33
48825.338156,45,0.24045828247070314,33
48825.340162,45,0.24045828247070314,33
48825.342178,45,0.24023440551757808,33
48825.34424,45,0.24023440551757808,33
48825.346303,45,0.24023440551757808,33
48825.348365,45,0.24023440551757808,33
48825.350406,45,0.24023440551757808,33
48825.352401,45,0.24045828247070314,33
48825.354395,45,0.24045828247070314,33
48825.35639,45,0.24045828247070314,33
48825.358378,45,0.24045828247070314,33
48825.360359,45,0.24045828247070314,33
48825.362341,45,0.24068215942382806,33
48825.364322,45,0.24068215942382806,33
48825.366367,45,0.2409061279296875,33
48825.368463,45,0.2409061279296875,33
48825.370558,45,0.2411300048828125,33
48825.372654,45,0.2411300048828125,33
48825.37465,45,0.2411300048828125,33
48825.376602,45,0.2409060211181641,33
48825.378554,45,0.2409060211181641,33
48825.380506,45,0.2409060211181641,33
48825.382396,45,0.24068214416503902,33
48825.384271,45,0.24068214416503902,33
48825.386146,45,0.24068214416503902,33
48825.388021,45,0.24068214416503902,33
48825.390042,45,0.24068214416503902,33
48825.392072,45,0.24045828247070314,33
48825.394103,45,0.24023440551757808,33
48825.396132,45,0.24023440551757808,33
48825.398155,45,0.24023440551757808,33
48825.400177,45,0.24001052856445312,33
48825.402199,45,0.24001052856445312,33
48825.404221,45,0.23978666687011718,33
48825.406239,45,0.23978668212890625,33
48825.408258,45,0.23978668212890625,33
48825.410276,45,0.23978668212890625,33
48825.412288,45,0.23933894348144527,33
48825.414285,45,0.23933894348144527,33
48825.416281,45,0.23933894348144527,33
48825.418278,45,0.23933894348144527,33
48825.420293,45,0.23933894348144527,33
48825.42233,45,0.23933894348144527,33
48825.424368,45,0.23956280517578124,33
48825.426406,45,0.23956280517578124,33
48825.428434,45,0.23956280517578124,33
48825.430456,45,0.23933894348144527,33
48825.432477,45,0.23933894348144527,33
48825.434499,45,0.23933894348144527,33
48825.436507,45,0.23933894348144527,33
48825.438509,45,0.23933894348144527,33
48825.440511,45,0.23911508178710936,33
48825.442513,45,0.23911508178710936,33
48825.44445,45,0.23911508178710936,33
48825.446372,45,0.23911508178710936,33
48825.448294,45,0.23911508178710936,33
48825.450216,45,0.2388912048339844,33
48825.452176,45,0.2388912048339844,33
48825.454139,45,0.2388912048339844,33
48825.456101,45,0.2388912048339844,33
48825.458068,45,0.23866732788085934,33
48825.460104,45,0.23866732788085934,33
48825.462139,45,0.23866732788085934,33
48825.464174,45,0.2388912048339844,33
48825.466205,45,0.2388912048339844,33
48825.468217,45,0.2388912048339844,33
48825.470229,45,0.23866732788085934,33
48825.472241,45,0.23866732788085934,33
48825.474255,45,0.2388912048339844,33
48825.476272,45,0.2388912048339844,33
48825.478289,45,0.23866732788085934,33
48825.480307,45,0.23866732788085934,33
48825.482361,45,0.23866732788085934,33
48825.484462,45,0.2388912048339844,33
48825.486563,45,0.2388912048339844,33
48825.488664,45,0.2388912048339844,33
48825.490684,45,0.2388912048339844,33
48825.49264,45,0.2388912048339844,33
48825.494597,45,0.2388912048339844,33
48825.496553,45,0.2388912048339844,33
48825.49854,45,0.23866732788085934,33
48825.500541,45,0.23866732788085934,33
48825.502542,45,0.23866732788085934,33
48825.504542,45,0.23866732788085934,33
48825.506524,45,0.23821937561035159,33
48825.508501,45,0.23821937561035159,33
48825.510478,45,0.23821937561035159,33
48825.512455,45,0.23821937561035159,33
48825.514355,45,0.23821937561035159,33
48825.516251,45,0.23821937561035159,33
48825.518146,45,0.23821937561035159,33
48825.52006,45,0.23821937561035159,33
48825.522266,45,0.23821937561035159,33
48825.524471,45,0.23821937561035159,33
48825.526676,45,0.23821937561035159,33
48825.529013,45,0.23821937561035159,33
48825.531923,45,0.23821937561035159,33
48825.534832,45,0.23821937561035159,33
48825.537741,45,0.2384432373046875,33
48825.54065,45,0.2384432373046875,33
48825.543559,45,0.2384432373046875,33
48825.546468,45,0.2384432373046875,33
48825.549378,45,0.2384432373046875,33
48825.551037,45,0.2386671142578125,33
48825.55109,45,0.2386671142578125,33
48825.551143,45,0.2388909912109375,33
48825.551196,45,0.2386671142578125,33
48825.552354,45,0.2386671142578125,33
48825.55437,45,0.2386671142578125,33
48825.556386,45,0.2386671142578125,33
48825.558402,45,0.2384432373046875,33
48825.561204,45,0.2384432373046875,33
48825.564362,45,0.2384432373046875,33
48827.663028,50,0.27493710327148435,35
48827.665259,50,0.27493710327148435,35
48827.66749,50,0.274713134765625,35
48827.66942,50,0.274713134765625,35
48827.671214,50,0.2744892578125,35
48827.673007,50,0.2744892578125,35
48827.674801,50,0.274713134765625,35
48827.676644,50,0.274713134765625,35
48827.678497,50,0.274713134765625,35
48827.680351,50,0.274713134765625,35
48827.682205,50,0.274713134765625,35
48827.684233,50,0.2744892578125,35
48827.686273,50,0.2747132568359375,35
48827.688312,50,0.2747132568359375,35
48827.690353,50,0.2747132568359375,35
48827.692408,50,0.2749371337890625,35
48827.694463,50,0.2749371337890625,35
48827.696519,50,0.274713134765625,35
48827.698562,50,0.274713134765625,35
48827.70055,50,0.274713134765625,35
48827.702539,50,0.274713134765625,35
48827.704528,50,0.274713134765625,35
48827.706524,50,0.274713134765625,35
48827.708535,50,0.2744892578125,35
48827.710545,50,0.274713134765625,35
48827.712556,50,0.274713134765625,35
48827.714588,50,0.2744892578125,35
48827.716645,50,0.2744892578125,35
48827.718703,50,0.2744892578125,35
48827.720761,50,0.2744892578125,35
48827.722772,50,0.274265380859375,35
48827.724748,50,0.274265380859375,35
48827.726724,50,0.274265380859375,35
48827.7287,50,0.274265380859375,35
48827.730714,50,0.274265380859375,35
48827.732745,50,0.274265380859375,35
48827.734776,50,0.2744892578125,35
48827.736807,50,0.2742652893066406,35
48827.738697,50,0.27404141235351565,35
48827.740556,50,0.2742652893066406,35
48827.742414,50,0.27404141235351565,35
48827.744273,50,0.27404141235351565,35
48827.746287,50,0.27404141235351565,35
48827.748312,50,0.27381756591796874,35
48827.750337,50,0.27381756591796874,35
48827.752361,50,0.27381756591796874,35
48827.754376,50,0.27381756591796874,35
48827.756391,50,0.27381756591796874,35
48827.758406,50,0.27381756591796874,35
48827.760423,50,0.27381756591796874,35
48827.762444,50,0.27381756591796874,35
48827.764466,50,0.2735936889648437,35
48827.766488,50,0.2735936889648437,35
48827.768509,50,0.2733698120117187,35
48827.770528,50,0.2735936889648437,35
48827.772547,50,0.2735936889648437,35
48827.774566,50,0.2735936889648437,35
48827.776587,50,0.2735936889648437,35
48827.778611,50,0.2735936889648437,35
48827.780635,50,0.2735936889648437,35
48827.782659,50,0.2735936889648437,35
48827.784688,50,0.2735936889648437,35
48827.786721,50,0.2735936889648437,35
48827.788754,50,0.2735936889648437,35
48827.790787,50,0.2735936889648437,35
48827.792796,50,0.2735936889648437,35
48827.794796,50,0.2735936889648437,35
48827.796795,50,0.2735936889648437,35
48827.798794,50,0.2735936889648437,35
48827.80068,50,0.2735936889648437,35
48827.80254,50,0.2735936889648437,35
48827.8044,50,0.2735936889648437,35
48827.80626,50,0.2735936889648437,35
48827.808332,50,0.2735936889648437,35
48827.810417,50,0.27404141235351565,35
48827.812502,50,0.27404141235351565,35
48827.814579,50,0.27404141235351565,35
48827.816525,50,0.27404141235351565,35
48827.81847,50,0.27404141235351565,35
48827.820416,50,0.2742652893066406,35
48827.82238,50,0.27404141235351565,35
48827.824425,50,0.27404141235351565,35
48827.82647,50,0.27404141235351565,35
48827.828514,50,0.27381756591796874,35
48827.830553,50,0.27381756591796874,35
48827.832576,50,0.27381756591796874,35
48827.834599,50,0.27381756591796874,35
48827.836622,50,0.27404153442382806,35
48827.838634,50,0.27404153442382806,35
48827.840632,50,0.27404153442382806,35
48827.84263,50,0.27404153442382806,35
48827.844627,50,0.27404153442382806,35
48827.846641,50,0.27404153442382806,35
48827.848666,50,0.27381768798828127,35
48827.850692,50,0.27381768798828127,35
48827.852717,50,0.27381768798828127,35
48827.854745,50,0.27359381103515623,35
48827.856774,50,0.27359381103515623,35
48827.858802,50,0.27359381103515623,35
48827.860831,50,0.27359381103515623,35
48827.862721,50,0.27381765747070314,35
48827.864578,50,0.27359381103515623,35
48827.866436,50,0.27359381103515623,35
48827.868293,50,0.27359381103515623,35
48827.870306,50,0.27359381103515623,35
48827.87233,50,0.27359381103515623,35
48827.874353,50,0.27359381103515623,35
48827.876384,50,0.27359381103515623,35
48827.878536,50,0.27381768798828127,35
48827.880688,50,0.27381768798828127,35
48827.882839,50,0.27381768798828127,35
48827.885037,50,0.27381768798828127,35
48827.887432,50,0.27381768798828127,35
48827.889828,50,0.27381768798828127,35
48827.892224,50,0.27381768798828127,35
48827.894593,50,0.27359381103515623,35
48829.990594,55,0.3047148132324219,37
48829.992603,55,0.3047148132324219,37
48829.994654,55,0.3047148132324219,37
48829.996704,55,0.30493878173828126,37
48829.998754,55,0.30493878173828126,37
48830.000791,55,0.30493878173828126,37
48830.002797,55,0.30493878173828126,37
48830.004804,55,0.30493878173828126,37
48830.006811,55,0.30493878173828126,37
48830.00882,55,0.30493878173828126,37
48830.010834,55,0.30516265869140624,37
48830.012847,55,0.30516265869140624,37
48830.014861,55,0.3053865356445313,37
48830.017018,55,0.3056105346679687,37
48830.019288,55,0.3056105346679687,37
48830.021558,55,0.3056105346679687,37
48830.023827,55,0.3056105346679687,37
48830.025756,55,0.3056105346679687,37
48830.027528,55,0.30583447265625,37
48830.029301,55,0.3062822265625,37
48830.031074,55,0.306506103515625,37
48830.032927,55,0.3062822265625,37
48830.034799,55,0.3062822265625,37
48830.036671,55,0.3062822265625,37
48830.038542,55,0.3062822265625,37
48830.040646,55,0.306058349609375,37
48830.042764,55,0.306058349609375,37
48830.044883,55,0.306058349609375,37
48830.046989,55,0.3062823486328125,37
48830.048903,55,0.3065062255859375,37
48830.050816,55,0.3062823486328125,37
48830.052729,55,0.3065062255859375,37
48830.054667,55,0.3065062255859375,37
48830.056707,55,0.3065062255859375,37
48830.058748,55,0.3062823486328125,37
48830.060789,55,0.3062823486328125,37
48830.062822,55,0.3062823486328125,37
48830.064838,55,0.3062823486328125,37
48830.066855,55,0.3062823486328125,37
48830.068872,55,0.3067300720214844,37
48830.070878,55,0.30695391845703124,37
48830.072872,55,0.30695391845703124,37
48830.074866,55,0.3071777954101563,37
48830.07686,55,0.3071777954101563,37
48830.07892,55,0.3071777954101563,37
48830.081032,55,0.3071777954101563,37
48830.083144,55,0.3071777954101563,37
48830.085256,55,0.3071777954101563,37
48830.087243,55,0.3071777954101563,37
48830.089173,55,0.3071777954101563,37
48830.091103,55,0.3071777954101563,37
48830.093033,55,0.3071777954101563,37
48830.094914,55,0.3067300720214844,37
48830.096784,55,0.3069540405273437,37
48830.098653,55,0.3069540405273437,37
48830.100523,55,0.3069540405273437,37
48830.102549,55,0.3069540405273437,37
48830.104585,55,0.3069540405273437,37
48830.106621,55,0.3069540405273437,37
48830.108655,55,0.3069540405273437,37
48830.110671,55,0.3069540405273437,37
48830.112686,55,0.30673019409179686,37
48830.114701,55,0.3069540405273437,37
48830.11672,55,0.3069540405273437,37
48830.118751,55,0.3069540405273437,37
48830.120782,55,0.3069540405273437,37
48830.122814,55,0.3069540405273437,37
48830.124885,55,0.30673019409179686,37
48830.127043,55,0.30673019409179686,37
48830.129201,55,0.30673019409179686,37
48830.131359,55,0.3069540405273437,37
48830.133386,55,0.30673019409179686,37
48830.135242,55,0.30673019409179686,37
48830.137098,55,0.30673019409179686,37
48830.138955,55,0.30673019409179686,37
48830.140938,55,0.30673019409179686,37
48830.143019,55,0.30673019409179686,37
48830.1451,55,0.30673019409179686,37
48830.147181,55,0.30673019409179686,37
48830.14917,55,0.30650634765625,37
48830.151118,55,0.30650634765625,37
48830.153065,55,0.306282470703125,37
48830.155012,55,0.306282470703125,37
48830.156948,55,0.306282470703125,37
48830.158881,55,0.306282470703125,37
48830.160814,55,0.30605859375,37
48830.162747,55,0.305834716796875,37
48830.164716,55,0.305834716796875,37
48830.166688,55,0.305834716796875,37
48830.16866,55,0.30561083984375,37
48830.170634,55,0.305386962890625,37
48830.172642,55,0.3051630859375,37
48830.17465,55,0.3051630859375,37
48830.176658,55,0.3051630859375,37
48830.178669,55,0.3051630859375,37
48830.180693,55,0.3051630859375,37
48830.182718,55,0.304939208984375,37
48830.184743,55,0.3047153625488281,37
48830.186772,55,0.3047153625488281,37
48830.188813,55,0.3047153625488281,37
48830.190854,55,0.30449151611328124,37
48830.192896,55,0.30426763916015626,37
48830.194921,55,0.3040437622070313,37
48830.196925,55,0.30381982421875,37
48830.19893,55,0.303595947265625,37
48830.200934,55,0.3033720703125,37
48830.20294,55,0.3033720703125,37
48830.204947,55,0.3033720703125,37
48830.206953,55,0.3033720703125,37
48830.20896,55,0.3033720703125,37
48830.211038,55,0.3033720703125,37
48830.21315,55,0.303595947265625,37
48830.215262,55,0.30381982421875,37
48830.217373,55,0.3040437622070313,37
48830.219229,55,0.3040437622070313,37
48830.221025,55,0.3040437622070313,37
48832.321283,60,0.3275516357421875,39
48832.323295,60,0.3275516357421875,39
48832.325307,60,0.3275516357421875,39
48832.327196,60,0.32777560424804686,39
48832.329058,60,0.32777560424804686,39
48832.330919,60,0.3275517272949219,39
48832.33278,60,0.3275517272949219,39
48832.334778,60,0.3275517272949219,39
48832.336784,60,0.3275517272949219,39
48832.338791,60,0.3275517272949219,39
48832.3408,60,0.3275517272949219,39
48832.342841,60,0.3275517272949219,39
48832.344881,60,0.32777560424804686,39
48832.346922,60,0.32777560424804686,39
48832.348958,60,0.32777560424804686,39
48832.350976,60,0.3275517272949219,39
48832.352993,60,0.327327880859375,39
48832.355011,60,0.327327880859375,39
48832.35703,60,0.3271038818359375,39
48832.359055,60,0.3271038818359375,39
48832.361079,60,0.3271038818359375,39
48832.363104,60,0.3271038818359375,39
48832.365123,60,0.3271038818359375,39
48832.367136,60,0.3271038818359375,39
48832.36915,60,0.3268800354003906,39
48832.371163,60,0.3268800354003906,39
48832.373181,60,0.3268800354003906,39
48832.375204,60,0.3271038818359375,39
48832.377227,60,0.3271038818359375,39
48832.37925,60,0.3271038818359375,39
48832.381253,60,0.3275516357421875,39
48832.383248,60,0.3275516357421875,39
48832.385242,60,0.3275516357421875,39
48832.387236,60,0.32732766723632806,39
48832.389174,60,0.32732766723632806,39
48832.391098,60,0.32732766723632806,39
48832.393022,60,0.32732766723632806,39
48832.394947,60,0.32755154418945315,39
48832.396952,60,0.32755154418945315,39
48832.398962,60,0.32755154418945315,39
48832.400972,60,0.32732766723632806,39
48832.402981,60,0.327551513671875,39
48832.404976,60,0.327551513671875,39
48832.406972,60,0.327551513671875,39
48832.408967,60,0.327775390625,39
48832.410974,60,0.327775390625,39
48832.413032,60,0.327775390625,39
48832.415089,60,0.327775390625,39
48832.417147,60,0.327775390625,39
48832.419186,60,0.327775390625,39
48832.421184,60,0.32755154418945315,39
48832.423183,60,0.32755154418945315,39
48832.425182,60,0.32755154418945315,39
48832.427183,60,0.32732754516601564,39
48832.429188,60,0.3271036682128906,39
48832.431193,60,0.3271036682128906,39
48832.433198,60,0.3271036682128906,39
48832.435213,60,0.3271036682128906,39
48832.437236,60,0.32732763671875,39
48832.439259,60,0.32732763671875,39
48832.441283,60,0.32732763671875,39
48832.443302,60,0.327103759765625,39
48832.44532,60,0.327103759765625,39
48832.447337,60,0.327103759765625,39
48832.449355,60,0.327103759765625,39
48832.451275,60,0.327551513671875,39
48832.453171,60,0.327551513671875,39
48832.455068,60,0.327551513671875,39
48832.456965,60,0.32732754516601564,39
48832.458931,60,0.32732754516601564,39
48832.460902,60,0.32732754516601564,39
48832.462872,60,0.32732754516601564,39
48832.464846,60,0.32732754516601564,39
48832.466867,60,0.32732754516601564,39
48832.468887,60,0.32732754516601564,39
48832.470908,60,0.32732754516601564,39
48832.47293,60,0.32732754516601564,39
48832.47496,60,0.3275513916015625,39
48832.47699,60,0.3275513916015625,39
48832.479019,60,0.3275513916015625,39
48832.481045,60,0.3275513916015625,39
48832.483062,60,0.3275513916015625,39
48832.485078,60,0.32732754516601564,39
48832.487095,60,0.32732754516601564,39
48832.489112,60,0.32732754516601564,39
48832.491129,60,0.32732754516601564,39
48832.493147,60,0.32732754516601564,39
48832.495164,60,0.32732754516601564,39
48832.497205,60,0.327551513671875,39
48832.499266,60,0.327551513671875,39
48832.501327,60,0.327551513671875,39
48832.503387,60,0.327551513671875,39
48832.505479,60,0.327551513671875,39
48832.507584,60,0.327551513671875,39
48832.50969,60,0.327551513671875,39
48832.511795,60,0.327551513671875,39
48832.513613,60,0.327775390625,39
48832.515365,60,0.327551513671875,39
48832.517116,60,0.327551513671875,39
48832.518868,60,0.327551513671875,39
48832.520868,60,0.327551513671875,39
48832.522885,60,0.327551513671875,39
48832.524902,60,0.327551513671875,39
48832.526924,60,0.327551513671875,39
48832.529032,60,0.327551513671875,39
48832.53114,60,0.327551513671875,39
48832.533247,60,0.32732763671875,39
48832.535456,60,0.32732763671875,39
48832.5381,60,0.32732763671875,39
48832.540745,60,0.327551513671875,39
48832.54339,60,0.327551513671875,39
48832.546034,60,0.327551513671875,39
48832.548679,60,0.327551513671875,39
48832.551323,60,0.327551513671875,39
48832.553968,60,0.327551513671875,39
